City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,lagoa,-27.9833,39.05,15.24,80,69,9.81,PT,1674251616
359,jiaozuo,113.2331,35.2397,-0.46,37,0,2.29,CN,1674251616
360,fenoarivo,47.4354,-18.933,18.04,100,75,3.09,MG,1674251617
361,broome,-75.833,42.2506,2.7,89,100,3.13,US,1674251617
362,sambava,50.1667,-14.2667,23.46,89,100,1.93,MG,1674251618
363,port keats,129.55,-14.25,27.4,83,100,2.56,AU,1674251618
364,lisakovsk,62.4936,52.5369,-17.27,75,27,2.9,KZ,1674251619
365,alberton,-64.0654,46.8168,-0.93,96,100,10.68,CA,1674251619
366,gillette,-105.5022,44.2911,1.7,62,24,1.79,US,1674251620
367,najran,44.1277,17.4924,13.36,40,0,1.48,SA,1674251620
368,koslan,48.8989,63.4564,-1.07,97,100,2.44,RU,1674251620
369,mount gambier,140.7667,-37.8333,16.66,70,100,4.21,AU,1674251621
370,kholtoson,103.3097,50.2981,-24.54,100,100,0.16,RU,1674251621
371,antofagasta,-70.4,-23.65,21.6,77,30,4.2,CL,1674251622
372,peniche,-9.3811,39.3558,14.5,96,31,6.71,PT,1674251622
373,bastia,9.3333,42.6667,8.5,81,100,4.63,FR,1674251623
374,mount pleasant,-79.8626,32.7941,20.0,35,0,5.14,US,1674251531
375,aktau,51.2,43.65,-7.68,70,0,6.9,KZ,1674251623
376,lompoc,-120.4579,34.6391,15.99,52,0,2.06,US,1674251624
377,te anau,167.7167,-45.4167,14.88,55,8,1.08,NZ,1674251624
378,auki,160.7034,-8.7676,27.81,71,100,1.24,SB,1674251625
379,kapoeta,33.5903,4.7717,28.15,19,38,3.76,SS,1674251625
380,matay,30.7792,28.419,12.99,39,1,3.33,EG,1674251626
381,mitu,-70.1733,1.1983,25.34,75,73,0.7,CO,1674251626
382,dubbo,148.6167,-32.25,19.07,68,75,8.75,AU,1674251626
383,hay river,-115.7999,60.8156,-5.02,79,20,3.6,CA,1674251625
384,kotka,26.9458,60.4664,-5.41,93,53,1.94,FI,1674251627
385,cairns,145.7667,-16.9167,26.97,85,40,4.12,AU,1674251628
386,gat,34.7642,31.61,14.11,52,1,1.28,IL,1674251628
387,sennoy,46.9631,52.1509,-15.04,97,94,1.8,RU,1674251629
388,ulaangom,92.0667,49.9811,-20.43,89,100,0.75,MN,1674251629
389,zhuzhou,113.15,27.8333,6.07,69,100,1.76,CN,1674251629
390,klaksvik,-6.589,62.2266,5.51,85,100,17.1,FO,1674251630
391,obo,26.4869,5.3998,27.45,23,100,2.02,CF,1674251630
392,punta alta,-62.0736,-38.8759,28.08,73,80,1.6,AR,1674251631
393,poum,164.0167,-20.2333,27.15,88,100,14.81,NC,1674251631
394,wake forest,-78.5097,35.9799,14.4,45,10,0.89,US,1674251348
395,dwarka,68.9678,22.2394,19.16,55,0,6.23,IN,1674251632
396,naron,-8.1528,43.5167,14.12,96,100,1.79,ES,1674251633
397,rurrenabaque,-67.5278,-14.4413,28.02,67,89,1.57,BO,1674251633
398,lebork,17.7501,54.5392,0.26,91,77,2.0,PL,1674251633
399,madang,145.7966,-5.2246,25.39,89,99,2.36,PG,1674251634
400,cooma,149.1333,-36.2333,13.97,61,41,2.25,AU,1674251635
401,vitim,112.5578,59.4511,-43.77,99,64,1.32,RU,1674251635
402,adrar,-10.0711,20.5022,19.05,27,0,3.04,MR,1674251635
403,mombetsu,143.3525,44.3525,-7.13,79,100,6.96,JP,1674251636
404,grindavik,-22.4338,63.8424,5.97,100,100,9.26,IS,1674251636
405,havre-saint-pierre,-63.5986,50.2334,-4.0,63,75,3.6,CA,1674251637
406,ranong,98.6348,9.9658,22.91,79,70,2.36,TH,1674251638
407,doha,51.5333,25.2867,16.99,79,0,2.57,QA,1674251638
408,shimoda,138.95,34.6667,4.5,64,73,6.54,JP,1674251639
409,suvorovo,27.6,43.3333,9.23,75,96,3.14,BG,1674251639
410,sinnamary,-52.95,5.3833,24.61,89,100,6.45,GF,1674251640
411,mapiripan,-72.1256,2.8892,29.79,47,78,2.59,CO,1674251640
412,husavik,-17.3389,66.0449,4.46,84,100,5.85,IS,1674251641
413,nueva helvecia,-57.2333,-34.3,32.55,66,96,13.24,UY,1674251641
414,sokoni,39.55,-6.4333,26.92,80,100,6.7,TZ,1674251642
415,erzin,36.2,36.9559,11.0,60,0,2.99,TR,1674251643
416,tual,132.75,-5.6667,26.99,80,100,7.06,ID,1674251643
417,brae,-1.353,60.3964,5.43,76,59,7.18,GB,1674251644
418,manadhoo,73.3833,5.7667,26.22,65,65,5.51,MV,1674251644
419,high prairie,-116.4858,55.4334,0.98,81,100,4.07,CA,1674251645
420,dunedin,170.5036,-45.8742,15.45,52,39,4.02,NZ,1674251645
421,praia da vitoria,-27.0667,38.7333,15.42,82,20,7.55,PT,1674251646
422,tilichiki,166.1,60.4667,-30.02,97,96,5.31,RU,1674251647
423,pacifica,-122.4869,37.6138,13.89,40,0,4.63,US,1674251647
424,igrim,64.4162,63.1906,-3.24,91,100,3.8,RU,1674251648
425,verkhniy rohachyk,34.338,47.2505,3.86,68,100,7.13,UA,1674251648
426,dabakala,-4.4333,8.3667,27.56,21,39,1.17,CI,1674251649
427,covington,-84.5086,39.0837,2.82,74,100,6.69,US,1674251416
428,mbandaka,18.2603,0.0487,23.44,72,99,2.06,CD,1674251650
429,khatanga,102.5,71.9667,-40.58,98,42,2.82,RU,1674251650
430,isugod,118.1196,9.3408,24.83,87,100,1.98,PH,1674251651
431,simacota,-73.3369,6.4429,22.71,83,70,1.14,CO,1674251652
432,pevek,170.3133,69.7008,-35.4,99,97,1.51,RU,1674251652
433,buraydah,43.975,26.326,13.25,48,17,3.84,SA,1674251653
434,guadalupe y calvo,-106.9667,26.1,13.27,22,57,4.66,MX,1674251654
435,namatanai,152.4333,-3.6667,27.96,78,96,1.95,PG,1674251654
436,progreso,-89.6667,21.2833,33.06,64,27,3.82,MX,1674251655
437,san carlos de bariloche,-71.3082,-41.1456,25.25,35,20,12.35,AR,1674251377
438,vermilion,-87.7506,40.1667,0.33,77,100,6.69,US,1674251656
439,tura,90.2201,25.5198,12.3,62,1,1.35,IN,1674251656
440,todos santos,-110.2167,23.45,27.25,68,21,4.69,MX,1674251657
441,green valley,-110.9937,31.8543,13.02,40,5,0.45,US,1674251366
442,ambilobe,49.05,-13.2,22.49,96,100,1.45,MG,1674251658
443,natal,-35.2094,-5.795,27.12,74,20,6.17,BR,1674251659
444,bathsheba,-59.5167,13.2167,27.34,61,20,9.77,BB,1674251660
445,custoias,-7.321,41.1053,11.19,92,53,2.41,PT,1674251660
446,saint anthony,-93.218,45.0205,-2.79,82,100,4.12,US,1674251661
447,clevelandia,-52.4708,-26.3958,22.7,77,6,1.64,BR,1674251661
448,boyuibe,-63.2833,-20.4167,33.3,30,5,6.59,BO,1674251662
449,kulhudhuffushi,73.07,6.6221,25.67,66,1,2.66,MV,1674251662
450,gao,1.637,16.6362,21.38,10,0,4.81,ML,1674251663
451,abalak,68.5944,58.1286,-18.16,99,69,1.25,RU,1674251663
452,gawler,138.7333,-34.6,19.7,70,98,2.02,AU,1674251664
453,linqu,118.5397,36.5156,-4.37,37,0,2.97,CN,1674251664
454,marsa matruh,27.2453,31.3525,11.11,71,0,1.54,EG,1674251665
455,hanzhong,107.0303,33.0728,2.07,65,97,0.73,CN,1674251665
456,surt,16.5887,31.2089,12.5,29,0,7.02,LY,1674251666
457,gigmoto,124.39,13.7796,24.35,91,100,6.22,PH,1674251666
458,taveta,37.6736,-3.3963,23.08,54,48,4.37,KE,1674251667
459,kidal,1.4078,18.4411,21.52,12,1,3.98,ML,1674251668
460,bobcaygeon,-78.542,44.5462,-1.4,92,100,3.16,CA,1674251668
461,narsaq,-46.05,60.9167,-20.46,69,1,2.76,GL,1674251669
462,catalina foothills,-110.9187,32.2979,13.17,36,0,5.66,US,1674251669
463,mabaruma,-59.7833,8.2,21.95,96,99,1.5,GY,1674251670
464,lusambo,23.45,-4.9667,20.79,99,100,1.18,CD,1674251670
465,tiarei,-149.3333,-17.5333,29.01,69,56,4.9,PF,1674251671
466,vilhena,-60.1458,-12.7406,27.12,69,40,1.54,BR,1674251624
467,abu dhabi,54.3667,24.4667,19.01,59,0,3.09,AE,1674251633
468,ketchikan,-131.6461,55.3422,8.99,93,100,7.89,US,1674251610
469,hostotipaquillo,-104.0667,21.0667,28.91,15,51,2.7,MX,1674251672
470,yanam,82.2167,16.7333,20.38,90,77,1.26,IN,1674251672
471,morant bay,-76.4093,17.8815,29.28,70,47,4.79,JM,1674251673
472,peace river,-117.286,56.2501,2.17,69,100,5.14,CA,1674251428
473,limbang,115.0,4.75,25.06,98,80,1.01,MY,1674251674
474,urucui,-44.5561,-7.2294,25.9,71,29,1.91,BR,1674251674
475,pacific grove,-121.9166,36.6177,14.1,51,1,6.71,US,1674251675
476,rorvik,11.2373,64.8621,0.06,93,75,0.0,NO,1674251675
477,necochea,-58.7368,-38.5473,20.07,94,100,3.83,AR,1674251676
478,tutayev,39.5406,57.8853,0.84,94,100,4.9,RU,1674251676
479,sucua,-78.1667,-2.4667,22.41,78,40,4.12,EC,1674251677
480,belaya gora,146.4167,68.5333,-40.75,100,100,1.78,RU,1674251677
481,penaflor,-70.9167,-33.6167,30.42,38,0,4.61,CL,1674251677
482,san felipe,-68.7425,10.3399,23.64,78,63,3.14,VE,1674251678
483,dauphin,-100.0502,51.1494,-4.92,80,0,8.75,CA,1674251679
484,oppdal,9.6912,62.5943,-9.14,57,45,3.5,NO,1674251679
485,ndioum,-14.6471,16.5129,24.56,24,0,5.13,SN,1674251680
486,chongwe,28.682,-15.3292,18.61,96,100,1.43,ZM,1674251680
487,jumla,82.1838,29.2747,-1.5,80,11,2.82,NP,1674251681
488,lethem,-59.7968,3.3803,28.63,58,100,3.21,GY,1674251681
489,yulara,130.9889,-25.2406,21.75,51,20,3.76,AU,1674251682
490,berlevag,29.0864,70.8578,3.0,69,0,9.26,NO,1674251682
491,kuytun,101.5036,54.3419,-39.15,98,34,2.69,RU,1674251683
492,hastings,0.5729,50.8552,3.84,88,47,7.06,GB,1674251683
493,mizdah,12.9801,31.4451,6.89,28,0,4.66,LY,1674251684
494,tautira,-149.15,-17.7333,26.87,69,42,4.06,PF,1674251684
495,gamba,10.0,-2.65,25.41,82,100,1.26,GA,1674251685
496,waingapu,120.2641,-9.6567,24.52,85,72,2.74,ID,1674251685
497,cockburn town,-71.1419,21.4612,24.85,80,42,6.71,TC,1674251585
498,leh,77.5833,34.1667,-14.17,97,94,0.61,IN,1674251686
499,ukrayinka,35.35,47.9167,2.29,64,100,7.29,UA,1674251687
500,matara,80.5353,5.9485,21.66,85,99,2.74,LK,1674251687
501,porto novo,2.6036,6.4965,28.9,81,100,3.7,BJ,1674251426
502,vung tau,107.0843,10.346,24.65,83,100,2.46,VN,1674251688
503,opuwo,13.84,-18.0607,20.22,61,100,1.68,NA,1674251688
504,beni,29.4667,0.5,20.95,41,97,1.2,CD,1674251689
505,umm kaddadah,26.6876,13.6017,20.19,20,5,6.76,SD,1674251689
506,mirnyy,113.9611,62.5353,-44.66,99,93,1.28,RU,1674251690
507,zharkent,80.0,44.1628,-16.87,82,5,1.8,KZ,1674251690
508,la rinconada,-5.9826,37.4873,15.1,85,0,1.54,ES,1674251690
509,chapais,-74.8492,49.7834,-8.12,97,63,1.25,CA,1674251691
510,saint george,-113.5841,37.1041,8.02,48,0,4.63,US,1674251542
511,shaoyang,111.4525,27.2315,7.84,51,100,0.33,CN,1674251692
512,mananjary,48.3333,-21.2167,24.61,89,100,2.09,MG,1674251655
513,rzhyshchiv,31.0463,49.9689,3.75,78,100,6.29,UA,1674251692
514,coquimbo,-71.3436,-29.9533,22.85,53,0,5.66,CL,1674251693
515,camana,-72.7111,-16.6228,23.25,75,42,3.15,PE,1674251693
516,guangyuan,105.823,32.442,2.28,88,94,0.52,CN,1674251694
517,diamantina,-43.6003,-18.2494,18.08,87,100,1.58,BR,1674251694
518,marathon,-89.7668,44.9,-4.26,79,100,4.63,US,1674251482
519,laishevo,49.5504,55.4046,-11.88,89,100,4.03,RU,1674251695
520,kibre mengist,38.9833,5.8833,11.79,41,21,1.63,ET,1674251695
521,taicheng,113.228,38.731,-13.43,74,6,1.79,CN,1674251696
522,petropavlovsk-kamchatskiy,158.6483,53.0452,-15.67,61,0,5.0,RU,1674251697
523,umm lajj,37.2685,25.0213,22.24,54,99,0.95,SA,1674251697
524,magdalena,121.429,14.1999,22.97,94,100,4.52,PH,1674251698
525,pulandian,121.9669,39.3953,-7.85,57,27,1.25,CN,1674251698
526,havelock,-76.9013,34.8791,19.97,36,0,7.2,US,1674251698
527,leningradskiy,178.4167,69.3833,-31.59,93,100,5.79,RU,1674251699
528,visnes,5.2242,59.3556,0.12,86,1,4.63,NO,1674251699
529,mahibadhoo,72.9667,3.7833,26.65,64,100,6.35,MV,1674251700
530,khash,61.2158,28.2211,1.7,68,0,1.78,IR,1674251700
531,makhinjauri,41.694,41.6739,16.92,27,0,11.83,GE,1674251701
532,jutai,-68.9,-5.1833,21.85,99,100,0.87,BR,1674251701
533,saint paul,-93.0933,44.9444,-2.44,80,100,4.63,US,1674251504
534,mangai,19.5333,-4.05,21.49,97,100,0.8,CD,1674251702
535,madimba,40.3333,-10.4,28.62,83,40,8.23,TZ,1674251703
536,talaya,152.75,61.3833,-32.74,98,100,2.31,RU,1674251704
537,makat,53.3463,47.6469,-5.43,57,0,5.06,KZ,1674251704
538,balikpapan,116.8289,-1.2675,24.55,94,40,1.54,ID,1674251705
539,dudinka,86.1778,69.4058,-37.58,93,94,3.22,RU,1674251705
540,knysna,23.0471,-34.0363,20.64,82,6,1.26,ZA,1674251706
541,la ronge,-105.2842,55.1001,-2.86,63,40,2.57,CA,1674251706
542,am timan,20.2827,11.0297,25.41,17,84,3.32,TD,1674251707
543,mubi,13.2644,10.2676,22.96,24,18,1.45,NG,1674251708
544,jinchang,102.1739,38.4953,-8.89,33,9,1.28,CN,1674251708
545,port hardy,-127.4199,50.6996,7.1,81,75,8.75,CA,1674251709
546,yaan,8.5667,7.3833,28.2,18,93,0.43,NG,1674251709
547,hofn,-15.2082,64.2539,7.26,98,100,12.41,IS,1674251710
548,labuhan,112.2051,-6.8844,24.68,88,99,3.33,ID,1674251710
549,oistins,-59.5333,13.0667,27.05,61,20,9.77,BB,1674251711
550,mzimba,33.6,-11.9,16.75,95,95,1.03,MW,1674251711
551,bara,10.7288,10.3744,24.2,20,42,3.7,NG,1674251712
552,zambezi,23.1047,-13.5432,18.46,99,100,2.87,ZM,1674251713
553,shieli,66.75,44.1667,-3.72,51,0,5.09,KZ,1674251713
554,porkhov,29.5561,57.765,-3.45,98,100,1.52,RU,1674251714
555,irbeyskoye,95.4522,55.6428,-35.33,97,97,2.66,RU,1674251714
556,takab,47.1133,36.4009,-6.37,54,0,1.55,IR,1674251715
557,kijang,129.2139,35.2442,-4.15,27,32,1.82,KR,1674251715
558,mattru,-11.8332,7.6244,23.8,86,100,1.78,SL,1674251716
559,lazaro cardenas,-102.2,17.9583,27.05,60,55,4.13,MX,1674251717
560,staraya russa,31.3608,57.9944,-0.3,94,100,2.73,RU,1674251717
561,vanavara,102.2797,60.34,-45.25,100,58,1.72,RU,1674251718
562,say,2.3689,13.1007,24.87,16,3,3.8,NE,1674251718
563,olinda,-34.8553,-8.0089,27.85,65,40,3.6,BR,1674251719
564,bilibino,166.4372,68.0546,-37.89,100,96,0.67,RU,1674251719
565,yakeshi,120.7333,49.2833,-29.8,99,100,0.24,CN,1674251720
566,port-cartier,-66.8654,50.0334,-6.18,89,100,2.32,CA,1674251721
